date,rank,song,artist
2024-03-16,26,Where The Wild Things Are,Luke Combs
2024-03-16,27,Never Lose Me,Flo Milli
2024-03-16,28,Feather,Sabrina Carpenter
2024-03-16,29,Truck Bed,HARDY
2024-03-16,30,The Painter,Cody Johnson
2024-03-16,31,"Yes, And?",Ariana Grande
2024-03-16,32,Selfish,Justin Timberlake
2024-03-16,33,La Diabla,Xavi
2024-03-16,34,What Was I Made For?,Billie Eilish
2024-03-16,35,Wild Ones,Jessie Murph & Jelly Roll
2024-03-16,36,Save Me,Jelly Roll With Lainey Wilson
2024-03-16,37,Vampire,Olivia Rodrigo
2024-03-16,38,Like What (Freestyle),Cardi B
2024-03-16,39,Praise Jah In The Moonlight,YG Marley
2024-03-16,40,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA
2024-03-16,41,On My Mama,Victoria Monet
2024-03-16,42,Exes,Tate McRae
2024-03-16,43,Burn It Down,Parker McCollum
2024-03-16,44,Man Made A Bar,Morgan Wallen Featuring Eric Church
2024-03-16,45,Need A Favor,Jelly Roll
2024-03-16,46,Surround Sound,JID Featuring 21 Savage & Baby Tate
2024-03-16,47,Everybody,Nicki Minaj Featuring Lil Uzi Vert
2024-03-16,48,FE!N,Travis Scott Featuring Playboi Carti
2024-03-16,49,Yeah Glo!,GloRilla
2024-03-16,50,I Can Feel It,Kane Brown
2024-03-16,51,World On Fire,Nate Smith
2024-03-16,52,Breathe,Yeat
2024-03-16,53,Get In With Me,BossMan Dlow
2024-03-16,54,You Broke My Heart,Drake
2024-03-16,55,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp"
2024-03-16,56,Soak City,310babii
2024-03-16,57,23,Chayce Beckham
2024-03-16,58,Mamaw's House,Thomas Rhett Featuring Morgan Wallen
2024-03-16,59,Training Season,Dua Lipa
2024-03-16,60,One Call,Rich Amiri
2024-03-16,61,Act II: Date @ 8,4Batz Featuring Drake
2024-03-16,62,La Victima,Xavi
2024-03-16,63,FTCU,Nicki Minaj
2024-03-16,64,Overcompensate,twenty one pilots
2024-03-16,65,Wildflowers And Wild Horses,Lainey Wilson
2024-03-16,66,Tu Name,Fuerza Regida
2024-03-16,67,Murder On The Dancefloor,Sophie Ellis-Bextor
2024-03-16,68,Spin You Around (1/24),Morgan Wallen
2024-03-16,69,Scared To Start,Michael Marcagi
2024-03-16,70,Burn,¥$: Ye & Ty Dolla $ign
2024-03-16,71,Sensational,Chris Brown Featuring Davido & Lojay
2024-03-16,72,Harley Quinn,Fuerza Regida & Marshmello
2024-03-16,73,Holy Smokes,Bailey Zimmerman
2024-03-16,74,Doctor (Work It Out),Pharrell & Miley Cyrus
2024-03-16,75,Bandit,Don Toliver
2024-03-16,76,Where It Ends,Bailey Zimmerman
2024-03-16,77,Nee-nah,"21 Savage, Travis Scott & Metro Boomin"
2024-03-16,78,Home,Good Neighbours
2024-03-16,79,Mmhmm,BigXthaPlug
2024-03-16,80,Bellakeo,Peso Pluma & Anitta
2024-03-16,81,Oklahoma Smokeshow,Zach Bryan
2024-03-16,82,Coal,Dylan Gossett
2024-03-16,83,Perro Negro,Bad Bunny & Feid
2024-03-16,84,My Eyes,Travis Scott
2024-03-16,85,Standing Next To You,Jung Kook
2024-03-16,86,Tucson Too Late,Jordan Davis
2024-03-16,87,Igual Que Un Angel,Kali Uchis & Peso Pluma
2024-03-16,88,Forever,Noah Kahan
2024-03-16,89,Contigo,Karol G & Tiesto
2024-03-16,90,Worth It,Offset & Don Toliver
2024-03-16,91,Let's Go,Key Glock
2024-03-16,92,Fuk Sumn,¥$: Ye & Ty Dolla $ign
2024-03-16,93,Think U The Shit (Fart),Ice Spice
2024-03-16,94,Hiss,Megan Thee Stallion
2024-03-16,95,Prove It,21 Savage & Summer Walker
2024-03-16,96,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton
2024-03-16,97,Creek Will Rise,Conner Smith
2024-03-16,98,16 Carriages,Beyonce
2024-03-16,99,Wondering Why,The Red Clay Strays
2024-03-16,100,Wine Into Whiskey,Tucker Wetmore
2024-03-09,1,Texas Hold 'Em,Beyonce
2024-03-09,2,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti
2024-03-09,3,Lovin On Me,Jack Harlow
2024-03-09,4,Beautiful Things,Benson Boone
2024-03-09,5,Lose Control,Teddy Swims
2024-03-09,6,Saturn,SZA
2024-03-09,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2024-03-09,8,Greedy,Tate McRae
2024-03-09,9,Snooze,SZA
2024-03-09,10,Cruel Summer,Taylor Swift
2024-03-09,11,Stick Season,Noah Kahan
2024-03-09,12,Agora Hills,Doja Cat
2024-03-09,13,Redrum,21 Savage
2024-03-09,14,Fast Car,Luke Combs
2024-03-09,15,Last Night,Morgan Wallen
2024-03-09,16,Water,Tyla
2024-03-09,17,Thinkin' Bout Me,Morgan Wallen
2024-03-09,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2024-03-09,19,Pretty Little Poison,Warren Zeiders
2024-03-09,20,Made For Me,Muni Long
2024-03-09,21,Flowers,Miley Cyrus
2024-03-09,22,Whatever She Wants,Bryson Tiller
2024-03-09,23,Paint The Town Red,Doja Cat
2024-03-09,24,Houdini,Dua Lipa
2024-03-09,25,The Painter,Cody Johnson
2024-03-09,26,Never Lose Me,Flo Milli
2024-03-09,27,La Diabla,Xavi
2024-03-09,28,"Yes, And?",Ariana Grande
2024-03-09,29,Feather,Sabrina Carpenter
2024-03-09,30,What Was I Made For?,Billie Eilish
2024-03-09,31,Where The Wild Things Are,Luke Combs
2024-03-09,32,Truck Bed,HARDY
2024-03-09,33,Selfish,Justin Timberlake
2024-03-09,34,Praise Jah In The Moonlight,YG Marley
2024-03-09,35,End Of Beginning,Djo
2024-03-09,36,Vampire,Olivia Rodrigo
2024-03-09,37,Wild Ones,Jessie Murph & Jelly Roll
2024-03-09,38,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA
2024-03-09,39,Save Me,Jelly Roll With Lainey Wilson
2024-03-09,40,Everybody,Nicki Minaj Featuring Lil Uzi Vert
2024-03-09,41,On My Mama,Victoria Monet
2024-03-09,42,Exes,Tate McRae
2024-03-09,43,Surround Sound,JID Featuring 21 Savage & Baby Tate
2024-03-09,44,Breathe,Yeat
2024-03-09,45,Need A Favor,Jelly Roll
2024-03-09,46,Man Made A Bar,Morgan Wallen Featuring Eric Church
2024-03-09,47,Dance The Night,Dua Lipa
2024-03-09,48,Burn It Down,Parker McCollum
2024-03-09,49,Get In With Me,BossMan Dlow
2024-03-09,50,World On Fire,Nate Smith
2024-03-09,51,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp"
2024-03-09,52,You Broke My Heart,Drake
2024-03-09,53,La Victima,Xavi
2024-03-09,54,Holy Smokes,Bailey Zimmerman
2024-03-09,55,I Can Feel It,Kane Brown
2024-03-09,56,Love On,Selena Gomez
2024-03-09,57,23,Chayce Beckham
2024-03-09,58,FE!N,Travis Scott Featuring Playboi Carti
2024-03-09,59,Soak City,310babii
2024-03-09,60,One Call,Rich Amiri
2024-03-09,61,Training Season,Dua Lipa
2024-03-09,62,Old Days,Lil Durk
2024-03-09,63,Burn,¥$: Ye & Ty Dolla $ign
2024-03-09,64,Murder On The Dancefloor,Sophie Ellis-Bextor
2024-03-09,65,Mamaw's House,Thomas Rhett Featuring Morgan Wallen
2024-03-09,66,FTCU,Nicki Minaj
2024-03-09,67,Bandit,Don Toliver
2024-03-09,68,Act II: Date @ 8,4Batz Featuring Drake
2024-03-09,69,Wildflowers And Wild Horses,Lainey Wilson
2024-03-09,70,Spin You Around (1/24),Morgan Wallen
2024-03-09,71,Nee-nah,"21 Savage, Travis Scott & Metro Boomin"
2024-03-09,72,Think U The Shit (Fart),Ice Spice
2024-03-09,73,Coal,Dylan Gossett
2024-03-09,74,16 Carriages,Beyonce
2024-03-09,75,Harley Quinn,Fuerza Regida & Marshmello
2024-03-09,76,Dont Let Me Go,mgk
2024-03-09,77,Wine Into Whiskey,Tucker Wetmore
2024-03-09,78,Igual Que Un Angel,Kali Uchis & Peso Pluma
2024-03-09,79,Bellakeo,Peso Pluma & Anitta
2024-03-09,80,Home,Good Neighbours
2024-03-09,81,Where It Ends,Bailey Zimmerman
2024-03-09,82,Fuk Sumn,¥$: Ye & Ty Dolla $ign
2024-03-09,83,Tu Name,Fuerza Regida
2024-03-09,84,Yeah Glo!,GloRilla
2024-03-09,85,Perro Negro,Bad Bunny & Feid
2024-03-09,86,Hiss,Megan Thee Stallion
2024-03-09,87,Standing Next To You,Jung Kook
2024-03-09,88,Mmhmm,BigXthaPlug
2024-03-09,89,Sensational,Chris Brown Featuring Davido & Lojay
2024-03-09,90,Contigo,Karol G & Tiesto
2024-03-09,91,Forever,Noah Kahan
2024-03-09,92,Oklahoma Smokeshow,Zach Bryan
2024-03-09,93,Worth It,Offset & Don Toliver
2024-03-09,94,Monaco,Bad Bunny
2024-03-09,95,Scared To Start,Michael Marcagi
2024-03-09,96,Let's Go,Key Glock
2024-03-09,97,Back To Me,¥$: Ye & Ty Dolla $ign
2024-03-09,98,Prove It,21 Savage & Summer Walker
2024-03-09,99,Easy,LE SSERAFIM
2024-03-09,100,My Eyes,Travis Scott
2024-03-02,1,Texas Hold 'Em,Beyonce
2024-03-02,2,Lovin On Me,Jack Harlow
2024-03-02,3,Lose Control,Teddy Swims
2024-03-02,4,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti
2024-03-02,5,Beautiful Things,Benson Boone
2024-03-02,6,Snooze,SZA
2024-03-02,7,Cruel Summer,Taylor Swift
2024-03-02,8,Greedy,Tate McRae
2024-03-02,9,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2024-03-02,10,Agora Hills,Doja Cat
2024-03-02,11,"Yes, And?",Ariana Grande
2024-03-02,12,Stick Season,Noah Kahan
2024-03-02,13,Fast Car,Luke Combs
2024-03-02,14,Water,Tyla
2024-03-02,15,Last Night,Morgan Wallen
2024-03-02,16,Redrum,21 Savage
2024-03-02,17,Thinkin' Bout Me,Morgan Wallen
2024-03-02,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2024-03-02,19,Pretty Little Poison,Warren Zeiders
2024-03-02,20,Flowers,Miley Cyrus
2024-03-02,21,Paint The Town Red,Doja Cat
2024-03-02,22,Houdini,Dua Lipa
2024-03-02,23,Made For Me,Muni Long
2024-03-02,24,Never Lose Me,Flo Milli
2024-03-02,25,La Diabla,Xavi
2024-03-02,26,Where The Wild Things Are,Luke Combs
2024-03-02,27,Training Season,Dua Lipa
2024-03-02,28,The Painter,Cody Johnson
2024-03-02,29,Feather,Sabrina Carpenter
2024-03-02,30,What Was I Made For?,Billie Eilish
2024-03-02,31,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA
2024-03-02,32,Whatever She Wants,Bryson Tiller
2024-03-02,33,Truck Bed,HARDY
2024-03-02,34,Selfish,Justin Timberlake
2024-03-02,35,Everybody,Nicki Minaj Featuring Lil Uzi Vert
2024-03-02,36,Vampire,Olivia Rodrigo
2024-03-02,37,Wild Ones,Jessie Murph & Jelly Roll
2024-03-02,38,On My Mama,Victoria Monet
2024-03-02,39,Praise Jah In The Moonlight,YG Marley
2024-03-02,40,Save Me,Jelly Roll With Lainey Wilson
2024-03-02,41,Exes,Tate McRae
2024-03-02,42,Breathe,Yeat
2024-03-02,43,Dance The Night,Dua Lipa
2024-03-02,44,Need A Favor,Jelly Roll
2024-03-02,45,Surround Sound,JID Featuring 21 Savage & Baby Tate
2024-03-02,46,World On Fire,Nate Smith
2024-03-02,47,Yeah!,Usher Featuring Lil Jon & Ludacris
2024-03-02,48,Burn It Down,Parker McCollum
2024-03-02,49,Good Good,"Usher, Summer Walker & 21 Savage"
2024-03-02,50,La Victima,Xavi
2024-03-02,51,End Of Beginning,Djo
2024-03-02,52,Get In With Me,BossMan Dlow
2024-03-02,53,Burn,¥$: Ye & Ty Dolla $ign
2024-03-02,54,Man Made A Bar,Morgan Wallen Featuring Eric Church
2024-03-02,55,16 Carriages,Beyonce
2024-03-02,56,First Person Shooter,Drake Featuring J. Cole
2024-03-02,57,Fuk Sumn,¥$: Ye & Ty Dolla $ign
2024-03-02,58,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp"
2024-03-02,59,Back To Me,¥$: Ye & Ty Dolla $ign
2024-03-02,60,One Call,Rich Amiri
2024-03-02,61,Contigo,Karol G & Tiesto
2024-03-02,62,23,Chayce Beckham
2024-03-02,63,Murder On The Dancefloor,Sophie Ellis-Bextor
2024-03-02,64,You Broke My Heart,Drake
2024-03-02,65,Think U The Shit (Fart),Ice Spice
2024-03-02,66,FTCU,Nicki Minaj
2024-03-02,67,FE!N,Travis Scott Featuring Playboi Carti
2024-03-02,68,Hiss,Megan Thee Stallion
2024-03-02,69,I Can Feel It,Kane Brown
2024-03-02,70,Bandit,Don Toliver
2024-03-02,71,Spin You Around (1/24),Morgan Wallen
2024-03-02,72,Soak City,310babii
2024-03-02,73,Forever,Noah Kahan
2024-03-02,74,Mamaw's House,Thomas Rhett Featuring Morgan Wallen
2024-03-02,75,Act II: Date @ 8,4Batz Featuring Drake
2024-03-02,76,Igual Que Un Angel,Kali Uchis & Peso Pluma
2024-03-02,77,Nee-nah,"21 Savage, Travis Scott & Metro Boomin"
2024-03-02,78,Wildflowers And Wild Horses,Lainey Wilson
2024-03-02,79,Bellakeo,Peso Pluma & Anitta
2024-03-02,80,Harley Quinn,Fuerza Regida & Marshmello
2024-03-02,81,Standing Next To You,Jung Kook
2024-03-02,82,Bittersweet,Gunna
2024-03-02,83,IDGAF,Drake Featuring Yeat
2024-03-02,84,Home,Good Neighbours
2024-03-02,85,Vultures,¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J
2024-03-02,86,Yeah Glo!,GloRilla
2024-03-02,87,Coal,Dylan Gossett
2024-03-02,88,Mmhmm,BigXthaPlug
2024-03-02,89,Psycho CEO,Yeat
2024-03-02,90,Perro Negro,Bad Bunny & Feid
2024-03-02,91,Sensational,Chris Brown Featuring Davido & Lojay
2024-03-02,92,Oklahoma Smokeshow,Zach Bryan
2024-03-02,93,Tu Name,Fuerza Regida
2024-03-02,94,Do It,¥$: Ye & Ty Dolla $ign
2024-03-02,95,Worth It,Offset & Don Toliver
2024-03-02,96,Talking,¥$: Ye & Ty Dolla $ign Featuring North West
2024-03-02,97,Monaco,Bad Bunny
2024-03-02,98,Where It Ends,Bailey Zimmerman
2024-03-02,99,Wondering Why,The Red Clay Strays
2024-03-02,100,Northern Attitude,Noah Kahan With Hozier
2024-02-24,1,Lovin On Me,Jack Harlow
2024-02-24,2,Texas Hold 'Em,Beyonce
2024-02-24,3,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti
2024-02-24,4,Beautiful Things,Benson Boone
2024-02-24,5,Lose Control,Teddy Swims
2024-02-24,6,Cruel Summer,Taylor Swift
2024-02-24,7,Snooze,SZA
2024-02-24,8,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2024-02-24,9,Greedy,Tate McRae
2024-02-24,10,Stick Season,Noah Kahan
2024-02-24,11,Fast Car,Luke Combs
2024-02-24,12,Agora Hills,Doja Cat
2024-02-24,13,Water,Tyla
2024-02-24,14,Last Night,Morgan Wallen
2024-02-24,15,Redrum,21 Savage
2024-02-24,16,Thinkin' Bout Me,Morgan Wallen
2024-02-24,17,Flowers,Miley Cyrus
2024-02-24,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2024-02-24,19,Paint The Town Red,Doja Cat
2024-02-24,20,Yeah!,Usher Featuring Lil Jon & Ludacris
2024-02-24,21,Never Lose Me,Flo Milli
2024-02-24,22,La Diabla,Xavi
2024-02-24,23,Fuk Sumn,¥$: Ye & Ty Dolla $ign
2024-02-24,24,Pretty Little Poison,Warren Zeiders
2024-02-24,25,Houdini,Dua Lipa
2024-02-24,26,Back To Me,¥$: Ye & Ty Dolla $ign
2024-02-24,27,What Was I Made For?,Billie Eilish
2024-02-24,28,Forever,Noah Kahan
2024-02-24,29,Where The Wild Things Are,Luke Combs
2024-02-24,30,Talking,¥$: Ye & Ty Dolla $ign Featuring North West
2024-02-24,31,"Yes, And?",Ariana Grande
2024-02-24,32,Made For Me,Muni Long
2024-02-24,33,Burn,¥$: Ye & Ty Dolla $ign
2024-02-24,34,Vultures,¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J
2024-02-24,35,The Painter,Cody Johnson
2024-02-24,36,Good Good,"Usher, Summer Walker & 21 Savage"
2024-02-24,37,Selfish,Justin Timberlake
2024-02-24,38,16 Carriages,Beyonce
2024-02-24,39,Stars,¥$: Ye & Ty Dolla $ign
2024-02-24,40,Everybody,Nicki Minaj Featuring Lil Uzi Vert
2024-02-24,41,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA
2024-02-24,42,Feather,Sabrina Carpenter
2024-02-24,43,Vampire,Olivia Rodrigo
2024-02-24,44,On My Mama,Victoria Monet
2024-02-24,45,Wild Ones,Jessie Murph & Jelly Roll
2024-02-24,46,Dance The Night,Dua Lipa
2024-02-24,47,Save Me,Jelly Roll With Lainey Wilson
2024-02-24,48,Hiss,Megan Thee Stallion
2024-02-24,49,Exes,Tate McRae
2024-02-24,50,Need A Favor,Jelly Roll
2024-02-24,51,Truck Bed,HARDY
2024-02-24,52,Do It,¥$: Ye & Ty Dolla $ign
2024-02-24,53,Paid,¥$: Ye & Ty Dolla $ign
2024-02-24,54,Surround Sound,JID Featuring 21 Savage & Baby Tate
2024-02-24,55,Keys To My Life,¥$: Ye & Ty Dolla $ign
2024-02-24,56,World On Fire,Nate Smith
2024-02-24,57,First Person Shooter,Drake Featuring J. Cole
2024-02-24,58,La Victima,Xavi
2024-02-24,59,Get In With Me,BossMan Dlow
2024-02-24,60,Burn It Down,Parker McCollum
2024-02-24,61,Standing Next To You,Jung Kook
2024-02-24,62,Think U The Shit (Fart),Ice Spice
2024-02-24,63,Praise Jah In The Moonlight,YG Marley
2024-02-24,64,Paperwork,¥$: Ye & Ty Dolla $ign
2024-02-24,65,Beg Forgiveness,¥$: Ye & Ty Dolla $ign
2024-02-24,66,Man Made A Bar,Morgan Wallen Featuring Eric Church
2024-02-24,67,Hoodrat,¥$: Ye & Ty Dolla $ign
2024-02-24,68,One Call,Rich Amiri
2024-02-24,69,Igual Que Un Angel,Kali Uchis & Peso Pluma
2024-02-24,70,Spin You Around (1/24),Morgan Wallen
2024-02-24,71,FTCU,Nicki Minaj
2024-02-24,72,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp"
2024-02-24,73,Murder On The Dancefloor,Sophie Ellis-Bextor
2024-02-24,74,You Broke My Heart,Drake
2024-02-24,75,Northern Attitude,Noah Kahan With Hozier
2024-02-24,76,FE!N,Travis Scott Featuring Playboi Carti
2024-02-24,77,23,Chayce Beckham
2024-02-24,78,Bandit,Don Toliver
2024-02-24,79,Problematic,¥$: Ye & Ty Dolla $ign
2024-02-24,80,Nee-nah,"21 Savage, Travis Scott & Metro Boomin"
2024-02-24,81,Act II: Date @ 8,4Batz Featuring Drake
2024-02-24,82,I Can Feel It,Kane Brown
2024-02-24,83,Mamaw's House,Thomas Rhett Featuring Morgan Wallen
2024-02-24,84,Soak City,310babii
2024-02-24,85,Harley Quinn,Fuerza Regida & Marshmello
2024-02-24,86,You're Gonna Go Far,Noah Kahan
2024-02-24,87,Bellakeo,Peso Pluma & Anitta
2024-02-24,88,IDGAF,Drake Featuring Yeat
2024-02-24,89,Yeah Glo!,GloRilla
2024-02-24,90,Different 'Round Here,Riley Green Featuring Luke Combs
2024-02-24,91,She Calls Me Back,Noah Kahan With Kacey Musgraves
2024-02-24,92,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton
2024-02-24,93,Good (Don't Die),¥$: Ye & Ty Dolla $ign
2024-02-24,94,King,¥$: Ye & Ty Dolla $ign
2024-02-24,95,Coal,Dylan Gossett
2024-02-24,96,Mmhmm,BigXthaPlug
2024-02-24,97,Monaco,Bad Bunny
2024-02-24,98,Prove It,21 Savage & Summer Walker
2024-02-24,99,Perro Negro,Bad Bunny & Feid
2024-02-24,100,Sunday Service,Latto
2024-02-17,1,Lovin On Me,Jack Harlow
2024-02-17,2,Lose Control,Teddy Swims
2024-02-17,3,Beautiful Things,Benson Boone
2024-02-17,4,Cruel Summer,Taylor Swift
2024-02-17,5,Snooze,SZA
2024-02-17,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2024-02-17,7,Greedy,Tate McRae
2024-02-17,8,Fast Car,Luke Combs
2024-02-17,9,Agora Hills,Doja Cat
2024-02-17,10,Flowers,Miley Cyrus
2024-02-17,11,Stick Season,Noah Kahan
2024-02-17,12,Water,Tyla
2024-02-17,13,Hiss,Megan Thee Stallion
2024-02-17,14,Redrum,21 Savage
2024-02-17,15,Last Night,Morgan Wallen
2024-02-17,16,Thinkin' Bout Me,Morgan Wallen
2024-02-17,17,Paint The Town Red,Doja Cat
2024-02-17,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2024-02-17,19,Never Lose Me,Flo Milli
2024-02-17,20,What Was I Made For?,Billie Eilish
2024-02-17,21,"Yes, And?",Ariana Grande
2024-02-17,22,Houdini,Dua Lipa
2024-02-17,23,Selfish,Justin Timberlake
2024-02-17,24,Pretty Little Poison,Warren Zeiders
2024-02-17,25,La Diabla,Xavi
2024-02-17,26,Where The Wild Things Are,Luke Combs
2024-02-17,27,Everybody,Nicki Minaj Featuring Lil Uzi Vert
2024-02-17,28,Made For Me,Muni Long
2024-02-17,29,Vampire,Olivia Rodrigo
2024-02-17,30,The Painter,Cody Johnson
2024-02-17,31,White Horse,Chris Stapleton
2024-02-17,32,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA
2024-02-17,33,On My Mama,Victoria Monet
2024-02-17,34,Exes,Tate McRae
2024-02-17,35,Wild Ones,Jessie Murph & Jelly Roll
2024-02-17,36,Feather,Sabrina Carpenter
2024-02-17,37,Dance The Night,Dua Lipa
2024-02-17,38,Bandit,Don Toliver
2024-02-17,39,Need A Favor,Jelly Roll
2024-02-17,40,Save Me,Jelly Roll With Lainey Wilson
2024-02-17,41,Fukumean,Gunna
2024-02-17,42,Fast Car,Tracy Chapman
2024-02-17,43,Lil Boo Thang,Paul Russell
2024-02-17,44,World On Fire,Nate Smith
2024-02-17,45,Good Good,"Usher, Summer Walker & 21 Savage"
2024-02-17,46,Truck Bed,HARDY
2024-02-17,47,First Person Shooter,Drake Featuring J. Cole
2024-02-17,48,Surround Sound,JID Featuring 21 Savage & Baby Tate
2024-02-17,49,Strangers,Kenya Grace
2024-02-17,50,My Love Mine All Mine,Mitski
2024-02-17,51,Spin You Around (1/24),Morgan Wallen
2024-02-17,52,Think U The Shit (Fart),Ice Spice
2024-02-17,53,Igual Que Un Angel,Kali Uchis & Peso Pluma
2024-02-17,54,FTCU,Nicki Minaj
2024-02-17,55,Burn It Down,Parker McCollum
2024-02-17,56,La Victima,Xavi
2024-02-17,57,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp"
2024-02-17,58,Nee-nah,"21 Savage, Travis Scott & Metro Boomin"
2024-02-17,59,Murder On The Dancefloor,Sophie Ellis-Bextor
2024-02-17,60,Praise Jah In The Moonlight,YG Marley
2024-02-17,61,Act II: Date @ 8,4Batz Featuring Drake
2024-02-17,62,Turn The Lights Back On,Billy Joel
2024-02-17,63,Man Made A Bar,Morgan Wallen Featuring Eric Church
2024-02-17,64,One Call,Rich Amiri
2024-02-17,65,You Broke My Heart,Drake
2024-02-17,66,Different 'Round Here,Riley Green Featuring Luke Combs
2024-02-17,67,Harley Quinn,Fuerza Regida & Marshmello
2024-02-17,68,Get In With Me,BossMan Dlow
2024-02-17,69,FE!N,Travis Scott Featuring Playboi Carti
2024-02-17,70,Bellakeo,Peso Pluma & Anitta
2024-02-17,71,500lbs,Lil Tecca
2024-02-17,72,IDGAF,Drake Featuring Yeat
2024-02-17,73,I Can Feel It,Kane Brown
2024-02-17,74,23,Chayce Beckham
2024-02-17,75,Prove It,21 Savage & Summer Walker
2024-02-17,76,Soak City,310babii
2024-02-17,77,Monaco,Bad Bunny
2024-02-17,78,Mamaw's House,Thomas Rhett Featuring Morgan Wallen
2024-02-17,79,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton
2024-02-17,80,Home,Good Neighbours
2024-02-17,81,Standing Next To You,Jung Kook
2024-02-17,82,Perro Negro,Bad Bunny & Feid
2024-02-17,83,Mmhmm,BigXthaPlug
2024-02-17,84,Oklahoma Smokeshow,Zach Bryan
2024-02-17,85,My Eyes,Travis Scott
2024-02-17,86,Coal,Dylan Gossett
2024-02-17,87,A Cold Sunday,Lil Yachty
2024-02-17,88,All Of Me,21 Savage
2024-02-17,89,N.H.I.E.,21 Savage & Doja Cat
2024-02-17,90,Should've Wore A Bonnet,21 Savage & Brent Faiyaz
2024-02-17,91,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida
2024-02-17,92,Wondering Why,The Red Clay Strays
2024-02-17,93,Y Lloro,Junior H
2024-02-17,94,Sensational,Chris Brown Featuring Davido & Lojay
2024-02-17,95,Wildflowers And Wild Horses,Lainey Wilson
2024-02-17,96,Worth It,Offset & Don Toliver
2024-02-17,97,Northern Attitude,Noah Kahan With Hozier
2024-02-17,98,Scared To Start,Michael Marcagi
2024-02-17,99,First Love,Oscar Ortiz X Edgardo Nunez
2024-02-17,100,Where It Ends,Bailey Zimmerman
2024-02-10,1,Hiss,Megan Thee Stallion
2024-02-10,2,Lovin On Me,Jack Harlow
2024-02-10,3,Cruel Summer,Taylor Swift
2024-02-10,4,Lose Control,Teddy Swims
2024-02-10,5,Greedy,Tate McRae
2024-02-10,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2024-02-10,7,Agora Hills,Doja Cat
2024-02-10,8,Beautiful Things,Benson Boone
2024-02-10,9,Redrum,21 Savage
2024-02-10,10,Snooze,SZA
2024-02-10,11,Water,Tyla
2024-02-10,12,Stick Season,Noah Kahan
2024-02-10,13,Paint The Town Red,Doja Cat
2024-02-10,14,Last Night,Morgan Wallen
2024-02-10,15,Thinkin' Bout Me,Morgan Wallen
2024-02-10,16,Facts,Tom MacDonald X Ben Shapiro
2024-02-10,17,"Yes, And?",Ariana Grande
2024-02-10,18,Never Lose Me,Flo Milli
2024-02-10,19,Selfish,Justin Timberlake
2024-02-10,20,Fast Car,Luke Combs
2024-02-10,21,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2024-02-10,22,La Diabla,Xavi
2024-02-10,23,Big Foot,Nicki Minaj
